ACT_STOP_STN|NEW_TRIP_NAME|SERVICE_DATE|PLN_STN_ARRV_TIME|ACT_STN_ARRV_TIME|PLN_STN_DPRT_TIME|ACT_STN_DPRT_TIME|SEGMENT_DIRECTION|TRIP_NAME|SERVICE_TYPE|SERVICE_LINE|TRIP_ZONE|ORIG_STN|DEST_STN|LEAD_SET_NUMBER|LEAD_SET_TYPE|NODE_SEQ_ORDER|ACT_STOP_NODE|REPORTING_LINE|ACT_STN_DPRT_TIME_BAND|ACT_STN_ARRV_TIME_BAND|CARD_TYPE|SEAT_CAPACITY|OCCUPANCY_RANGE
Circular Quay|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:22:00|2020-10-09 05:22:00|2020-10-09 05:22:30|2020-10-09 05:22:02|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|4|CCQ1|Leppington|05:15-05:29|05:15-05:29|Adult|896|0-20
Circular Quay|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:22:00|2020-10-09 05:22:00|2020-10-09 05:22:30|2020-10-09 05:22:02|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|4|CCQ1|Leppington|05:15-05:29|05:15-05:29|All card types|896|0-20
Circular Quay|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:22:00|2020-10-09 05:22:00|2020-10-09 05:22:30|2020-10-09 05:22:02|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|4|CCQ1|Leppington|05:15-05:29|05:15-05:29|CTP|896|0-20
Circular Quay|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:22:00|2020-10-09 05:22:00|2020-10-09 05:22:30|2020-10-09 05:22:02|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|4|CCQ1|Leppington|05:15-05:29|05:15-05:29|Child/Youth|896|0-20
Circular Quay|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:22:00|2020-10-09 05:22:00|2020-10-09 05:22:30|2020-10-09 05:22:02|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|4|CCQ1|Leppington|05:15-05:29|05:15-05:29|Concession|896|0-20
Circular Quay|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:22:00|2020-10-09 05:22:00|2020-10-09 05:22:30|2020-10-09 05:22:02|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|4|CCQ1|Leppington|05:15-05:29|05:15-05:29|Day Pass Child/Youth w/o SAF|896|0-20
Circular Quay|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:22:00|2020-10-09 05:22:00|2020-10-09 05:22:30|2020-10-09 05:22:02|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|4|CCQ1|Leppington|05:15-05:29|05:15-05:29|Day Pass Child/Youth with SAF|896|0-20
Circular Quay|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:22:00|2020-10-09 05:22:00|2020-10-09 05:22:30|2020-10-09 05:22:02|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|4|CCQ1|Leppington|05:15-05:29|05:15-05:29|Day Pass Child/Youth without SAF|896|0-20
Circular Quay|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:22:00|2020-10-09 05:22:00|2020-10-09 05:22:30|2020-10-09 05:22:02|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|4|CCQ1|Leppington|05:15-05:29|05:15-05:29|Day Pass with SAF|896|0-20
Circular Quay|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:22:00|2020-10-09 05:22:00|2020-10-09 05:22:30|2020-10-09 05:22:02|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|4|CCQ1|Leppington|05:15-05:29|05:15-05:29|Day Pass without SAF|896|0-20
Circular Quay|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:22:00|2020-10-09 05:22:00|2020-10-09 05:22:30|2020-10-09 05:22:02|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|4|CCQ1|Leppington|05:15-05:29|05:15-05:29|Employee|896|0-20
Circular Quay|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:22:00|2020-10-09 05:22:00|2020-10-09 05:22:30|2020-10-09 05:22:02|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|4|CCQ1|Leppington|05:15-05:29|05:15-05:29|Free Travel|896|0-20
Circular Quay|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:22:00|2020-10-09 05:22:00|2020-10-09 05:22:30|2020-10-09 05:22:02|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|4|CCQ1|Leppington|05:15-05:29|05:15-05:29|School Student|896|0-20
Circular Quay|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:22:00|2020-10-09 05:22:00|2020-10-09 05:22:30|2020-10-09 05:22:02|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|4|CCQ1|Leppington|05:15-05:29|05:15-05:29|Senior/Pensioner|896|0-20
Circular Quay|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:22:00|2020-10-09 05:22:00|2020-10-09 05:22:30|2020-10-09 05:22:02|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|4|CCQ1|Leppington|05:15-05:29|05:15-05:29|Sgl Trip Rail Adult|896|0-20
Circular Quay|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:22:00|2020-10-09 05:22:00|2020-10-09 05:22:30|2020-10-09 05:22:02|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|4|CCQ1|Leppington|05:15-05:29|05:15-05:29|Sgl Trip Rail Child/Youth|896|0-20
Circular Quay|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:22:00|2020-10-09 05:22:00|2020-10-09 05:22:30|2020-10-09 05:22:02|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|4|CCQ1|Leppington|05:15-05:29|05:15-05:29|UNKNOWN|896|0-20
Wynyard|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:24:18|2020-10-09 05:24:18|2020-10-09 05:25:00|2020-10-09 05:24:57|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|5|WYN5|Leppington|05:15-05:29|05:15-05:29|Adult|896|0-20
Wynyard|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:24:18|2020-10-09 05:24:18|2020-10-09 05:25:00|2020-10-09 05:24:57|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|5|WYN5|Leppington|05:15-05:29|05:15-05:29|All card types|896|0-20
Wynyard|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:24:18|2020-10-09 05:24:18|2020-10-09 05:25:00|2020-10-09 05:24:57|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|5|WYN5|Leppington|05:15-05:29|05:15-05:29|CTP|896|0-20
Wynyard|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:24:18|2020-10-09 05:24:18|2020-10-09 05:25:00|2020-10-09 05:24:57|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|5|WYN5|Leppington|05:15-05:29|05:15-05:29|Child/Youth|896|0-20
Wynyard|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:24:18|2020-10-09 05:24:18|2020-10-09 05:25:00|2020-10-09 05:24:57|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|5|WYN5|Leppington|05:15-05:29|05:15-05:29|Concession|896|0-20
Wynyard|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:24:18|2020-10-09 05:24:18|2020-10-09 05:25:00|2020-10-09 05:24:57|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|5|WYN5|Leppington|05:15-05:29|05:15-05:29|Day Pass Child/Youth w/o SAF|896|0-20
Wynyard|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:24:18|2020-10-09 05:24:18|2020-10-09 05:25:00|2020-10-09 05:24:57|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|5|WYN5|Leppington|05:15-05:29|05:15-05:29|Day Pass Child/Youth with SAF|896|0-20
Wynyard|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:24:18|2020-10-09 05:24:18|2020-10-09 05:25:00|2020-10-09 05:24:57|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|5|WYN5|Leppington|05:15-05:29|05:15-05:29|Day Pass Child/Youth without SAF|896|0-20
Wynyard|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:24:18|2020-10-09 05:24:18|2020-10-09 05:25:00|2020-10-09 05:24:57|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|5|WYN5|Leppington|05:15-05:29|05:15-05:29|Day Pass with SAF|896|0-20
Wynyard|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:24:18|2020-10-09 05:24:18|2020-10-09 05:25:00|2020-10-09 05:24:57|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|5|WYN5|Leppington|05:15-05:29|05:15-05:29|Day Pass without SAF|896|0-20
Wynyard|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:24:18|2020-10-09 05:24:18|2020-10-09 05:25:00|2020-10-09 05:24:57|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|5|WYN5|Leppington|05:15-05:29|05:15-05:29|Employee|896|0-20
Wynyard|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:24:18|2020-10-09 05:24:18|2020-10-09 05:25:00|2020-10-09 05:24:57|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|5|WYN5|Leppington|05:15-05:29|05:15-05:29|Free Travel|896|0-20
Wynyard|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:24:18|2020-10-09 05:24:18|2020-10-09 05:25:00|2020-10-09 05:24:57|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|5|WYN5|Leppington|05:15-05:29|05:15-05:29|School Student|896|0-20
Wynyard|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:24:18|2020-10-09 05:24:18|2020-10-09 05:25:00|2020-10-09 05:24:57|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|5|WYN5|Leppington|05:15-05:29|05:15-05:29|Senior/Pensioner|896|0-20
Wynyard|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:24:18|2020-10-09 05:24:18|2020-10-09 05:25:00|2020-10-09 05:24:57|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|5|WYN5|Leppington|05:15-05:29|05:15-05:29|Sgl Trip Rail Adult|896|0-20
Wynyard|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:24:18|2020-10-09 05:24:18|2020-10-09 05:25:00|2020-10-09 05:24:57|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|5|WYN5|Leppington|05:15-05:29|05:15-05:29|Sgl Trip Rail Child/Youth|896|0-20
Wynyard|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:24:18|2020-10-09 05:24:18|2020-10-09 05:25:00|2020-10-09 05:24:57|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|5|WYN5|Leppington|05:15-05:29|05:15-05:29|UNKNOWN|896|0-20
Town Hall|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:27:00|2020-10-09 05:27:00|2020-10-09 05:28:00|2020-10-09 05:27:56|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|6|THL1|Leppington|05:15-05:29|05:15-05:29|Adult|896|0-20
Town Hall|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:27:00|2020-10-09 05:27:00|2020-10-09 05:28:00|2020-10-09 05:27:56|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|6|THL1|Leppington|05:15-05:29|05:15-05:29|All card types|896|0-20
Town Hall|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:27:00|2020-10-09 05:27:00|2020-10-09 05:28:00|2020-10-09 05:27:56|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|6|THL1|Leppington|05:15-05:29|05:15-05:29|CTP|896|0-20
Town Hall|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:27:00|2020-10-09 05:27:00|2020-10-09 05:28:00|2020-10-09 05:27:56|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|6|THL1|Leppington|05:15-05:29|05:15-05:29|Child/Youth|896|0-20
Town Hall|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:27:00|2020-10-09 05:27:00|2020-10-09 05:28:00|2020-10-09 05:27:56|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|6|THL1|Leppington|05:15-05:29|05:15-05:29|Concession|896|0-20
Town Hall|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:27:00|2020-10-09 05:27:00|2020-10-09 05:28:00|2020-10-09 05:27:56|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|6|THL1|Leppington|05:15-05:29|05:15-05:29|Day Pass Child/Youth w/o SAF|896|0-20
Town Hall|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:27:00|2020-10-09 05:27:00|2020-10-09 05:28:00|2020-10-09 05:27:56|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|6|THL1|Leppington|05:15-05:29|05:15-05:29|Day Pass Child/Youth with SAF|896|0-20
Town Hall|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:27:00|2020-10-09 05:27:00|2020-10-09 05:28:00|2020-10-09 05:27:56|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|6|THL1|Leppington|05:15-05:29|05:15-05:29|Day Pass Child/Youth without SAF|896|0-20
Town Hall|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:27:00|2020-10-09 05:27:00|2020-10-09 05:28:00|2020-10-09 05:27:56|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|6|THL1|Leppington|05:15-05:29|05:15-05:29|Day Pass with SAF|896|0-20
Town Hall|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:27:00|2020-10-09 05:27:00|2020-10-09 05:28:00|2020-10-09 05:27:56|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|6|THL1|Leppington|05:15-05:29|05:15-05:29|Day Pass without SAF|896|0-20
Town Hall|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:27:00|2020-10-09 05:27:00|2020-10-09 05:28:00|2020-10-09 05:27:56|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|6|THL1|Leppington|05:15-05:29|05:15-05:29|Employee|896|0-20
Town Hall|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:27:00|2020-10-09 05:27:00|2020-10-09 05:28:00|2020-10-09 05:27:56|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|6|THL1|Leppington|05:15-05:29|05:15-05:29|Free Travel|896|0-20
Town Hall|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:27:00|2020-10-09 05:27:00|2020-10-09 05:28:00|2020-10-09 05:27:56|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|6|THL1|Leppington|05:15-05:29|05:15-05:29|School Student|896|0-20
Town Hall|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:27:00|2020-10-09 05:27:00|2020-10-09 05:28:00|2020-10-09 05:27:56|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|6|THL1|Leppington|05:15-05:29|05:15-05:29|Senior/Pensioner|896|0-20
Town Hall|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:27:00|2020-10-09 05:27:00|2020-10-09 05:28:00|2020-10-09 05:27:56|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|6|THL1|Leppington|05:15-05:29|05:15-05:29|Sgl Trip Rail Adult|896|0-20
Town Hall|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:27:00|2020-10-09 05:27:00|2020-10-09 05:28:00|2020-10-09 05:27:56|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|6|THL1|Leppington|05:15-05:29|05:15-05:29|Sgl Trip Rail Child/Youth|896|0-20
Town Hall|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:27:00|2020-10-09 05:27:00|2020-10-09 05:28:00|2020-10-09 05:27:56|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|6|THL1|Leppington|05:15-05:29|05:15-05:29|UNKNOWN|896|0-20
Central|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:31:00|2020-10-09 05:31:00|2020-10-09 05:32:00|2020-10-09 05:31:59|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|7|CE19|Leppington|05:30-05:44|05:30-05:44|Adult|896|0-20
Central|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:31:00|2020-10-09 05:31:00|2020-10-09 05:32:00|2020-10-09 05:31:59|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|7|CE19|Leppington|05:30-05:44|05:30-05:44|All card types|896|0-20
Central|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:31:00|2020-10-09 05:31:00|2020-10-09 05:32:00|2020-10-09 05:31:59|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|7|CE19|Leppington|05:30-05:44|05:30-05:44|CTP|896|0-20
Central|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:31:00|2020-10-09 05:31:00|2020-10-09 05:32:00|2020-10-09 05:31:59|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|7|CE19|Leppington|05:30-05:44|05:30-05:44|Child/Youth|896|0-20
Central|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:31:00|2020-10-09 05:31:00|2020-10-09 05:32:00|2020-10-09 05:31:59|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|7|CE19|Leppington|05:30-05:44|05:30-05:44|Concession|896|0-20
Central|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:31:00|2020-10-09 05:31:00|2020-10-09 05:32:00|2020-10-09 05:31:59|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|7|CE19|Leppington|05:30-05:44|05:30-05:44|Day Pass Child/Youth w/o SAF|896|0-20
Central|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:31:00|2020-10-09 05:31:00|2020-10-09 05:32:00|2020-10-09 05:31:59|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|7|CE19|Leppington|05:30-05:44|05:30-05:44|Day Pass Child/Youth with SAF|896|0-20
Central|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:31:00|2020-10-09 05:31:00|2020-10-09 05:32:00|2020-10-09 05:31:59|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|7|CE19|Leppington|05:30-05:44|05:30-05:44|Day Pass Child/Youth without SAF|896|0-20
Central|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:31:00|2020-10-09 05:31:00|2020-10-09 05:32:00|2020-10-09 05:31:59|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|7|CE19|Leppington|05:30-05:44|05:30-05:44|Day Pass with SAF|896|0-20
Central|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:31:00|2020-10-09 05:31:00|2020-10-09 05:32:00|2020-10-09 05:31:59|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|7|CE19|Leppington|05:30-05:44|05:30-05:44|Day Pass without SAF|896|0-20
Central|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:31:00|2020-10-09 05:31:00|2020-10-09 05:32:00|2020-10-09 05:31:59|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|7|CE19|Leppington|05:30-05:44|05:30-05:44|Employee|896|0-20
Central|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:31:00|2020-10-09 05:31:00|2020-10-09 05:32:00|2020-10-09 05:31:59|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|7|CE19|Leppington|05:30-05:44|05:30-05:44|Free Travel|896|0-20
Central|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:31:00|2020-10-09 05:31:00|2020-10-09 05:32:00|2020-10-09 05:31:59|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|7|CE19|Leppington|05:30-05:44|05:30-05:44|School Student|896|0-20
Central|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:31:00|2020-10-09 05:31:00|2020-10-09 05:32:00|2020-10-09 05:31:59|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|7|CE19|Leppington|05:30-05:44|05:30-05:44|Senior/Pensioner|896|0-20
Central|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:31:00|2020-10-09 05:31:00|2020-10-09 05:32:00|2020-10-09 05:31:59|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|7|CE19|Leppington|05:30-05:44|05:30-05:44|Sgl Trip Rail Adult|896|0-20
Central|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:31:00|2020-10-09 05:31:00|2020-10-09 05:32:00|2020-10-09 05:31:59|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|7|CE19|Leppington|05:30-05:44|05:30-05:44|Sgl Trip Rail Child/Youth|896|0-20
Central|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:31:00|2020-10-09 05:31:00|2020-10-09 05:32:00|2020-10-09 05:31:59|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|7|CE19|Leppington|05:30-05:44|05:30-05:44|UNKNOWN|896|0-20
Redfern|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:34:12|2020-10-09 05:34:26|2020-10-09 05:34:42|2020-10-09 05:35:24|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|2|RD06|Leppington|05:30-05:44|05:30-05:44|Adult|896|21-40
Redfern|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:34:12|2020-10-09 05:34:26|2020-10-09 05:34:42|2020-10-09 05:35:24|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|2|RD06|Leppington|05:30-05:44|05:30-05:44|All card types|896|21-40
Redfern|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:34:12|2020-10-09 05:34:26|2020-10-09 05:34:42|2020-10-09 05:35:24|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|2|RD06|Leppington|05:30-05:44|05:30-05:44|CTP|896|0-20
Redfern|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:34:12|2020-10-09 05:34:26|2020-10-09 05:34:42|2020-10-09 05:35:24|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|2|RD06|Leppington|05:30-05:44|05:30-05:44|Child/Youth|896|0-20
Redfern|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:34:12|2020-10-09 05:34:26|2020-10-09 05:34:42|2020-10-09 05:35:24|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|2|RD06|Leppington|05:30-05:44|05:30-05:44|Concession|896|0-20
Redfern|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:34:12|2020-10-09 05:34:26|2020-10-09 05:34:42|2020-10-09 05:35:24|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|2|RD06|Leppington|05:30-05:44|05:30-05:44|Day Pass Child/Youth w/o SAF|896|0-20
Redfern|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:34:12|2020-10-09 05:34:26|2020-10-09 05:34:42|2020-10-09 05:35:24|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|2|RD06|Leppington|05:30-05:44|05:30-05:44|Day Pass Child/Youth with SAF|896|0-20
Redfern|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:34:12|2020-10-09 05:34:26|2020-10-09 05:34:42|2020-10-09 05:35:24|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|2|RD06|Leppington|05:30-05:44|05:30-05:44|Day Pass Child/Youth without SAF|896|0-20
Redfern|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:34:12|2020-10-09 05:34:26|2020-10-09 05:34:42|2020-10-09 05:35:24|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|2|RD06|Leppington|05:30-05:44|05:30-05:44|Day Pass with SAF|896|0-20
Redfern|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:34:12|2020-10-09 05:34:26|2020-10-09 05:34:42|2020-10-09 05:35:24|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|2|RD06|Leppington|05:30-05:44|05:30-05:44|Day Pass without SAF|896|0-20
Redfern|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:34:12|2020-10-09 05:34:26|2020-10-09 05:34:42|2020-10-09 05:35:24|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|2|RD06|Leppington|05:30-05:44|05:30-05:44|Employee|896|0-20
Redfern|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:34:12|2020-10-09 05:34:26|2020-10-09 05:34:42|2020-10-09 05:35:24|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|2|RD06|Leppington|05:30-05:44|05:30-05:44|Free Travel|896|0-20
Redfern|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:34:12|2020-10-09 05:34:26|2020-10-09 05:34:42|2020-10-09 05:35:24|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|2|RD06|Leppington|05:30-05:44|05:30-05:44|School Student|896|0-20
Redfern|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:34:12|2020-10-09 05:34:26|2020-10-09 05:34:42|2020-10-09 05:35:24|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|2|RD06|Leppington|05:30-05:44|05:30-05:44|Senior/Pensioner|896|0-20
Redfern|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:34:12|2020-10-09 05:34:26|2020-10-09 05:34:42|2020-10-09 05:35:24|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|2|RD06|Leppington|05:30-05:44|05:30-05:44|Sgl Trip Rail Adult|896|0-20
Redfern|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:34:12|2020-10-09 05:34:26|2020-10-09 05:34:42|2020-10-09 05:35:24|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|2|RD06|Leppington|05:30-05:44|05:30-05:44|Sgl Trip Rail Child/Youth|896|0-20
Redfern|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:34:12|2020-10-09 05:34:26|2020-10-09 05:34:42|2020-10-09 05:35:24|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|2|RD06|Leppington|05:30-05:44|05:30-05:44|UNKNOWN|896|0-20
Newtown|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:37:30|2020-10-09 05:37:32|2020-10-09 05:38:00|2020-10-09 05:38:25|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|3|NTN2|Leppington|05:30-05:44|05:30-05:44|Adult|896|21-40
Newtown|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:37:30|2020-10-09 05:37:32|2020-10-09 05:38:00|2020-10-09 05:38:25|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|3|NTN2|Leppington|05:30-05:44|05:30-05:44|All card types|896|41-60
Newtown|1--A-JOINED|2020-10-09 00:00:00|2020-10-09 05:37:30|2020-10-09 05:37:32|2020-10-09 05:38:00|2020-10-09 05:38:25|Down|1--B||T2 Inner West & Leppington Line||Central|Leppington||B|3|NTN2|Leppington|05:30-05:44|05:30-05:44|CTP|896|0-20
